time,open,high,low,close,volume
2022-02-03 18:30:00,136.355176088,136.355176088,136.355176088,136.355176088,144
2022-02-03 17:30:00,136.720686594,136.720686594,136.720686594,136.720686594,300
2022-02-03 17:15:00,136.62189997,136.720686594,136.108209529,136.572506659,112643
2022-02-03 17:00:00,136.720686594,136.720686594,136.700929269,136.700929269,200
2022-02-03 16:45:00,136.562627996,136.671293282,136.532992009,136.671293282,2233
2022-02-03 16:30:00,136.108209529,136.700929269,136.108209529,136.700929269,13624
2022-02-03 16:15:00,136.108209529,136.325540101,136.108209529,136.325540101,68216
2022-02-03 16:00:00,136.06869488,136.305782776,135.841485647,136.118088192,624420
2022-02-03 15:45:00,136.457716603,136.513234685,136.019301569,136.087464339,289554
2022-02-03 15:30:00,136.424326724,136.730565256,136.345297425,136.453962711,241826
2022-02-03 15:15:00,136.384812075,136.523113347,136.187238828,136.414448062,188295
2022-02-03 15:00:00,136.710807931,136.760201243,136.246510802,136.355373661,207234
2022-02-03 14:45:00,136.868866529,137.04668245,136.592263983,136.681171944,238199
2022-02-03 14:30:00,136.849109204,137.076318437,136.779958568,136.888525067,365019
2022-02-03 14:15:00,136.444084049,137.017046463,136.379872743,136.844169873,453478
2022-02-03 14:00:00,136.093391536,136.51570435,136.088452205,136.448628233,312541
2022-02-03 13:45:00,135.900757621,136.216874815,135.900757621,136.088452205,143955
2022-02-03 13:30:00,135.742699023,135.929405741,135.713063036,135.871121634,132085
2022-02-03 13:15:00,135.68253797,135.782213673,135.392006511,135.732820361,126260
2022-02-03 13:00:00,135.663669725,135.713063036,135.495732465,135.663669725,110649
2022-02-03 12:45:00,135.436460491,135.718002368,135.426581829,135.663669725,101575
2022-02-03 12:30:00,135.189493933,135.535247115,135.031435336,135.406824504,92070
2022-02-03 12:15:00,135.080828648,135.288280556,134.967224031,135.189493933,100283
2022-02-03 12:00:00,135.367309855,135.604397751,135.041313998,135.061071323,216339
2022-02-03 11:45:00,135.658730394,135.752577686,135.169736608,135.367309855,132499
2022-02-03 11:30:00,135.564883102,135.762456348,135.475975141,135.653791062,142951
2022-02-03 11:15:00,135.43152116,135.634033738,135.278401894,135.584640426,136684
2022-02-03 11:00:00,135.377188517,135.614276413,135.296282273,135.446042794,147389
2022-02-03 10:45:00,134.853619414,135.38706718,134.82388464,135.357431193,151913
2022-02-03 10:30:00,134.784468778,134.982042024,134.49798757,134.883255401,157083
2022-02-03 10:15:00,134.952406037,135.169736608,134.517744895,134.827144599,130694
2022-02-03 10:00:00,135.199372595,135.525368452,134.675803492,134.972163362,199665
2022-02-03 09:45:00,135.337673868,135.890878958,134.182858242,135.169736608,371264
2022-02-03 09:30:00,134.79434744,135.564883102,134.79434744,135.564883102,2614
2022-02-03 09:15:00,134.438715596,134.823983427,134.399200947,134.79434744,4441
2022-02-03 09:00:00,134.833862089,134.833862089,134.527623557,134.646167505,666
2022-02-03 08:45:00,134.942527375,134.952406037,134.893134063,134.952406037,3272
2022-02-03 08:15:00,135.041313998,135.070949985,135.041313998,135.070949985,2273
2022-02-03 07:00:00,134.656046168,134.656046168,134.656046168,134.656046168,187
2022-02-03 06:00:00,134.656046168,134.656046168,134.646167505,134.646167505,366
2022-02-02 20:00:00,134.912891388,134.912891388,134.744954128,134.744954128,361
2022-02-02 19:45:00,134.912891388,134.912891388,134.912891388,134.912891388,100
2022-02-02 19:00:00,135.041313998,135.041313998,135.041313998,135.041313998,165
2022-02-02 18:45:00,135.041313998,135.041313998,135.041313998,135.041313998,409
2022-02-02 18:30:00,135.327795206,135.327795206,135.327795206,135.327795206,100
2022-02-02 18:15:00,135.327795206,135.337673868,135.327795206,135.337673868,304
2022-02-02 18:00:00,135.140100621,135.140100621,134.903012726,134.903012726,327
2022-02-02 17:45:00,135.584640426,135.584640426,135.041313998,135.041313998,21525
2022-02-02 17:30:00,134.814104765,134.843740752,134.814104765,134.843740752,264
2022-02-02 17:00:00,135.337673868,135.337673868,135.09070731,135.09070731,859
2022-02-02 16:45:00,135.09070731,135.584640426,135.09070731,135.337673868,13730
2022-02-02 16:30:00,135.910636283,135.910636283,135.140100621,135.140100621,2296
2022-02-02 16:15:00,135.584640426,135.584640426,135.140100621,135.337673868,347326
2022-02-02 16:00:00,135.713063036,135.81184966,135.51548979,135.574761764,447735
2022-02-02 15:45:00,135.534950755,135.885939627,135.456217816,135.703184374,380961
2022-02-02 15:30:00,135.278401894,135.732820361,135.224069251,135.524380586,411757
2022-02-02 15:15:00,135.220117786,135.308037881,135.120343297,135.263583901,144081
2022-02-02 15:00:00,134.893134063,135.34755253,134.893134063,135.21912992,201214
2022-02-02 14:45:00,134.775281622,134.952406037,134.774590115,134.863498076,97536
2022-02-02 14:30:00,134.843740752,134.843740752,134.675803492,134.774590115,78379
2022-02-02 14:15:00,134.778442794,134.932648713,134.626410181,134.843740752,80640
2022-02-02 14:00:00,134.764711453,134.823983427,134.315232317,134.764711453,108525
2022-02-02 13:45:00,134.664344244,134.883255401,134.626410181,134.79434744,92152
2022-02-02 13:30:00,134.404140278,134.735075466,134.389322285,134.670864161,109658
2022-02-02 13:15:00,134.409079609,134.49798757,134.162903344,134.389322285,105213
2022-02-02 13:00:00,134.458472921,134.596774194,134.379739982,134.409079609,86462
2022-02-02 12:45:00,134.577016869,134.715318141,134.382110861,134.438715596,60851
2022-02-02 12:30:00,134.389322285,134.636288843,134.379443622,134.606652856,90091
2022-02-02 12:15:00,134.30051311,134.542441551,134.247069547,134.399200947,72098
2022-02-02 12:00:00,134.675803492,134.764711453,134.30080947,134.30080947,82064
2022-02-02 11:45:00,134.725196804,134.735075466,134.191749038,134.636288843,110101
2022-02-02 11:30:00,134.290535661,134.893134063,134.242130216,134.705439479,115504
2022-02-02 11:15:00,134.11271974,134.389322285,134.033690441,134.310292986,95414
2022-02-02 11:00:00,134.142355727,134.270778337,133.895389168,134.132477064,226699
2022-02-02 10:45:00,133.697815922,134.211506363,133.618786623,134.171991714,110253
2022-02-02 10:30:00,134.080416514,134.349807635,133.68793726,133.700088014,123212
2022-02-02 10:15:00,134.310292986,134.527623557,133.915146493,134.07320509,142675
2022-02-02 10:00:00,134.715318141,135.011678011,134.092962415,134.280656999,209571
2022-02-02 09:45:00,134.053447766,135.031435336,133.628665286,134.666023616,368696
2022-02-02 09:30:00,133.855874519,134.330050311,133.855874519,134.330050311,4059
2022-02-02 09:15:00,133.855874519,133.855874519,133.855874519,133.855874519,201
2022-02-02 09:00:00,134.596774194,134.596774194,133.885510506,133.885510506,4065
2022-02-02 08:45:00,134.349807635,134.36956496,134.349807635,134.36956496,320
2022-02-02 08:30:00,133.885510506,134.102841077,133.885510506,133.885510506,127713
2022-02-02 08:15:00,134.102841077,134.36956496,133.885510506,134.36956496,2272
2022-02-02 07:45:00,134.320171648,134.320171648,134.320171648,134.320171648,193
2022-02-02 07:15:00,134.152234389,134.152234389,133.964539805,133.964539805,3067
2022-02-01 20:00:00,133.954661142,133.954661142,133.954661142,133.954661142,100
2022-02-01 19:45:00,134.043569103,134.043569103,134.043569103,134.043569103,500
2022-02-01 19:30:00,133.806481207,134.053447766,133.806481207,134.053447766,864
2022-02-01 19:15:00,133.806481207,133.806481207,133.806481207,133.806481207,1706
2022-02-01 18:45:00,133.816458656,133.816458656,133.816458656,133.816458656,500
2022-02-01 18:30:00,133.855874519,133.905267831,133.81635987,133.81635987,1103
2022-02-01 18:15:00,134.083083753,134.092962415,133.855973306,133.855973306,1771
2022-02-01 18:00:00,134.083083753,134.083083753,134.083083753,134.083083753,100
2022-02-01 17:45:00,133.81635987,134.11271974,133.81635987,134.11271974,633
2022-02-01 17:30:00,134.043569103,134.043569103,134.043569103,134.043569103,305
2022-02-01 17:15:00,133.885510506,133.885510506,133.885510506,133.885510506,15402
2022-02-01 17:00:00,133.806481207,133.806481207,133.806481207,133.806481207,107
2022-02-01 16:45:00,133.81635987,133.81635987,133.806481207,133.806481207,403
2022-02-01 16:30:00,134.102841077,134.102841077,133.855874519,133.855874519,695
2022-02-01 16:15:00,133.885510506,134.171991714,133.855874519,133.855874519,145735
2022-02-01 16:00:00,134.092962415,134.24114235,133.77684522,133.855874519,623408
2022-02-01 15:45:00,134.107780408,134.260899674,133.925025155,134.092962415,250432
2022-02-01 15:30:00,133.816261083,134.310292986,133.72537739,134.102841077,318223
2022-02-01 15:15:00,133.599029299,133.994175792,133.569393312,133.786822669,190876
2022-02-01 15:00:00,133.52,133.766966558,133.455788695,133.608907961,172145
2022-02-01 14:45:00,133.105096182,133.589150636,133.105096182,133.52,209737
2022-02-01 14:30:00,132.872947618,133.184125481,132.872947618,133.105096182,132463
2022-02-01 14:15:00,132.700071027,132.868008286,132.660556378,132.868008286,295501
2022-02-01 14:00:00,132.630920391,132.937158923,132.581527079,132.678436756,102188
2022-02-01 13:45:00,132.433347144,132.690192365,132.403711157,132.660260018,78757
2022-02-01 13:30:00,132.4580438,132.621041728,132.255531222,132.423468482,100226
2022-02-01 13:15:00,132.67043504,132.739585676,132.335054454,132.472861793,138240
2022-02-01 13:00:00,132.433347144,132.724372536,132.206236697,132.67043504,133575
2022-02-01 12:45:00,132.136987274,132.749464339,132.057957976,132.403711157,185569
2022-02-01 12:30:00,132.206137911,132.314803196,132.031878307,132.122169281,138990
2022-02-01 12:15:00,131.899899379,132.275288547,131.840627405,132.206137911,195627
2022-02-01 12:00:00,131.870263392,132.048079313,131.786294762,131.909778041,95387
2022-02-01 11:45:00,131.909778041,132.127108612,131.691755963,131.860384729,111327
2022-02-01 11:30:00,132.324681859,132.37407517,131.702326132,131.924596034,169717
2022-02-01 11:15:00,132.324681859,132.423468482,131.860384729,132.334560521,150122
2022-02-01 11:00:00,132.186380586,132.393832495,132.055587097,132.354317846,163512
2022-02-01 10:45:00,131.366451613,132.304924534,131.326936964,132.180552175,143117
2022-02-01 10:30:00,132.255531222,132.285167209,131.366451613,131.388678603,171716
2022-02-01 10:15:00,131.870263392,132.443225806,131.539328204,132.280227878,210772
2022-02-01 10:00:00,131.307179639,132.087593963,130.892275821,131.919656703,270198
2022-02-01 09:45:00,132.136987274,132.146865937,131.089849068,131.257786327,458892
2022-02-01 09:30:00,132.196259248,132.344439183,131.880142054,131.880142054,3921
2022-02-01 09:15:00,132.067836638,132.0777153,131.988807339,131.988807339,1162
2022-02-01 09:00:00,131.991869725,132.028321989,131.988807339,132.028321989,2471
2022-02-01 08:45:00,132.176501924,132.176501924,131.988807339,132.107351287,1348
2022-02-01 08:30:00,132.364196508,132.364196508,132.364196508,132.364196508,164
2022-02-01 08:15:00,132.354120272,132.354317846,132.275288547,132.275288547,3443
2022-02-01 07:45:00,132.324681859,132.324681859,132.324681859,132.324681859,140
2022-02-01 07:30:00,132.255531222,132.255531222,132.255531222,132.255531222,167
2022-02-01 06:15:00,132.344439183,132.364196508,132.344439183,132.364196508,400
2022-02-01 06:00:00,132.176501924,132.176501924,132.176501924,132.176501924,400
2022-02-01 04:30:00,132.285167209,132.285167209,132.285167209,132.285167209,395
2022-01-31 20:00:00,131.682568807,131.682568807,131.682568807,131.682568807,100
2022-01-31 19:45:00,131.633175496,131.633175496,131.633175496,131.633175496,347
2022-01-31 19:15:00,131.564024859,131.731962119,131.564024859,131.731962119,1020
2022-01-31 18:00:00,131.554146197,131.554146197,131.554146197,131.554146197,407
2022-01-31 17:00:00,131.94929269,131.94929269,131.939315241,131.939315241,452
2022-01-31 16:45:00,131.94929269,131.978928677,131.94929269,131.978928677,2510
2022-01-31 16:30:00,131.929535365,131.94929269,131.870263392,131.94929269,1635
2022-01-31 16:15:00,131.94929269,131.94929269,131.929535365,131.94929269,176070
2022-01-31 16:00:00,131.573903522,132.038200651,131.484995561,131.939414028,539943
2022-01-31 15:45:00,131.030577094,131.60847884,130.916972477,131.564024859,282580
2022-01-31 15:30:00,130.912033146,131.188635691,130.862639834,131.020698431,203458
2022-01-31 15:15:00,131.237436283,131.297300977,130.872518497,130.921911808,175659
2022-01-31 15:00:00,131.257786327,131.317058301,131.168878366,131.238029003,134557
2022-01-31 14:45:00,131.613418171,131.623296833,131.238029003,131.277543652,159473
2022-01-31 14:30:00,131.830748742,131.840627405,131.589511808,131.603539509,146416
2022-01-31 14:15:00,131.890020716,132.067836638,131.751719444,131.830748742,116633
2022-01-31 14:00:00,131.677629476,131.929535365,131.666466588,131.890020716,95548
2022-01-31 13:45:00,131.82087008,131.94929269,131.682568807,131.682568807,105538
2022-01-31 13:30:00,131.961048298,132.057957976,131.791234093,131.810991418,108241
2022-01-31 13:15:00,131.830748742,131.978928677,131.69244747,131.978928677,88734
2022-01-31 13:00:00,131.603539509,131.904443563,131.598303818,131.831736608,79800
2022-01-31 12:45:00,131.781355431,131.875202723,131.573903522,131.583782184,92026
2022-01-31 12:30:00,131.743322581,131.899899379,131.573903522,131.781355431,100339
2022-01-31 12:15:00,131.623296833,131.840627405,131.550095946,131.717144125,88287
2022-01-31 12:00:00,131.307179639,131.780367564,131.247907665,131.65293282,131613
2022-01-31 11:45:00,131.070091743,131.401026931,130.981183782,131.331876295,122237
2022-01-31 11:30:00,131.035516425,131.218271678,130.941669133,131.010819769,161075
2022-01-31 11:15:00,131.129363717,131.247907665,130.941669133,131.060213081,163596
2022-01-31 11:00:00,131.020698431,131.514631548,130.694702575,131.119485055,173592
2022-01-31 10:45:00,131.277543652,131.356572951,130.80336786,131.060213081,200730
2022-01-31 10:30:00,131.593660846,131.761598106,131.260848713,131.260848713,166659
2022-01-31 10:15:00,131.746780112,132.018443326,131.494874223,131.613418171,169740
2022-01-31 10:00:00,131.852876946,132.24565256,131.494874223,131.761598106,211844
2022-01-31 09:45:00,132.462983131,132.462983131,131.544267535,131.830748742,309355
2022-01-31 09:30:00,132.739585676,132.739585676,132.50249778,132.50249778,5366
2022-01-31 09:15:00,132.650677715,132.739585676,132.472861793,132.739585676,2466
2022-01-31 09:00:00,132.47296058,132.47296058,132.47296058,132.47296058,250
2022-01-31 08:45:00,132.364196508,132.96679491,132.354317846,132.96679491,2725
2022-01-31 08:30:00,132.364196508,132.364196508,132.364196508,132.364196508,103
2022-01-31 08:15:00,132.37407517,132.37407517,132.354317846,132.37407517,954
2022-01-31 08:00:00,132.719828352,132.719828352,132.719828352,132.719828352,150
2022-01-31 07:45:00,132.37407517,132.37407517,132.354317846,132.354317846,599
2022-01-31 07:30:00,132.482740456,132.482740456,132.176501924,132.176501924,305
2022-01-31 07:15:00,132.423468482,132.472861793,132.324681859,132.472861793,1044
2022-01-31 07:00:00,132.423468482,132.423468482,132.423468482,132.423468482,171
2022-01-31 06:30:00,132.650677715,132.650677715,132.650677715,132.650677715,106
2022-01-31 06:15:00,132.788978988,132.788978988,132.788978988,132.788978988,105
2022-01-31 04:15:00,132.571648417,132.700071027,132.571648417,132.700071027,500
2022-01-28 20:00:00,132.897644273,132.897644273,132.897644273,132.897644273,1010
2022-01-28 19:00:00,132.868008286,132.868008286,132.868008286,132.868008286,100
2022-01-28 18:45:00,132.759343001,132.858129624,132.759343001,132.858129624,440
2022-01-28 18:30:00,132.858129624,132.858129624,132.858129624,132.858129624,100
2022-01-28 18:15:00,132.858030838,132.858030838,132.858030838,132.858030838,500
2022-01-28 17:45:00,132.917401598,132.917401598,132.917401598,132.917401598,286
2022-01-28 17:30:00,132.838372299,132.917401598,132.838372299,132.917401598,1338
2022-01-28 17:00:00,132.769221663,132.838372299,132.769221663,132.838372299,746
2022-01-28 16:30:00,132.808736313,132.868008286,132.54201243,132.769221663,1942
2022-01-28 16:15:00,132.868008286,132.937158923,132.868008286,132.868008286,217804
2022-01-28 16:00:00,132.482740456,132.897644273,132.275288547,132.868008286,624346
2022-01-28 15:45:00,132.127108612,132.54201243,131.771476768,132.50249778,276437
2022-01-28 15:30:00,131.830748742,132.344439183,131.830748742,132.13066493,149062
2022-01-28 15:15:00,132.038200651,132.107351287,131.682568807,131.801112755,120160
2022-01-28 15:00:00,131.583782184,132.038200651,131.544267535,132.008564664,91784
2022-01-28 14:45:00,131.030577094,131.593660846,130.951547795,131.554146197,97930
2022-01-28 14:30:00,131.731962119,131.731962119,131.050334418,131.067918437,119308
2022-01-28 14:15:00,132.186380586,132.383953832,131.666664161,131.682568807,115170
2022-01-28 14:00:00,132.142321752,132.432359278,132.067836638,132.196259248,92626
2022-01-28 13:45:00,132.11722995,132.354317846,132.097472625,132.186380586,71635
2022-01-28 13:30:00,132.364196508,132.364196508,131.850604854,132.048079313,89420
2022-01-28 13:15:00,132.028321989,132.443225806,131.978928677,132.364196508,84312
2022-01-28 13:00:00,132.156744599,132.250591891,131.939414028,132.038200651,125885
2022-01-28 12:45:00,131.82087008,132.176501924,131.810991418,132.156744599,105225
2022-01-28 12:30:00,131.82087008,132.038200651,131.672690145,131.860384729,87456
2022-01-28 12:15:00,131.771476768,132.067836638,131.663404202,131.776416099,91082
2022-01-28 12:00:00,131.69244747,131.799927316,131.173817698,131.779280912,90484
2022-01-28 11:45:00,131.712204794,131.988807339,131.356572951,131.646314117,152882
2022-01-28 11:30:00,131.26766499,131.722083457,131.257786327,131.672690145,124530
2022-01-28 11:15:00,131.360820775,131.405966262,130.823125185,131.295325244,140790
2022-01-28 11:00:00,130.655187925,131.632187629,130.54652264,131.317058301,168672
2022-01-28 10:45:00,131.840627405,131.899899379,130.536643978,130.67494525,197802
2022-01-28 10:30:00,130.833003847,131.870263392,130.823125185,131.852481799,348516
2022-01-28 10:15:00,130.536643978,131.218271678,130.190890796,130.902154484,155255
2022-01-28 10:00:00,130.67494525,131.573903522,130.427978692,130.507007991,498297
2022-01-28 09:45:00,131.573903522,132.067836638,130.230405445,130.625551938,251687
2022-01-28 09:30:00,130.813246523,131.149121042,130.813246523,131.149121042,683
2022-01-28 09:15:00,130.793489198,130.793489198,130.793489198,130.793489198,512
2022-01-28 09:00:00,130.408221367,130.694702575,130.398342705,130.694702575,1080
2022-01-28 08:45:00,130.101982835,130.694702575,129.919919088,130.595915951,1964
2022-01-28 08:30:00,129.904409589,129.914288251,129.904409589,129.914288251,411
2022-01-28 08:15:00,129.920906955,129.920906955,129.598171057,129.608049719,1793
2022-01-28 08:00:00,129.608049719,129.608049719,129.598171057,129.598171057,460
2022-01-28 07:45:00,129.904409589,129.904409589,129.904409589,129.904409589,272
2022-01-28 07:30:00,130.200769458,130.200769458,129.904409589,129.904409589,1097
2022-01-28 07:15:00,130.536643978,130.54652264,130.536643978,130.54652264,649
2022-01-28 06:30:00,129.904409589,130.200769458,129.795744303,130.200769458,1256
2022-01-28 06:15:00,130.072346848,130.072346848,130.072346848,130.072346848,368
2022-01-28 05:30:00,130.80336786,130.80336786,130.80336786,130.80336786,241
2022-01-27 19:15:00,130.912033146,130.912033146,130.912033146,130.912033146,503
2022-01-27 19:00:00,131.386208938,131.386208938,131.277543652,131.277543652,933
2022-01-27 18:45:00,131.386208938,131.386208938,131.386208938,131.386208938,285
2022-01-27 17:30:00,131.089849068,131.089849068,131.089849068,131.089849068,236
2022-01-27 17:15:00,131.633175496,131.633175496,130.951547795,131.010819769,1547
2022-01-27 16:45:00,130.516886653,131.000941107,130.516886653,130.97130512,910
2022-01-27 16:30:00,131.702326132,131.731962119,131.702326132,131.731962119,403
2022-01-27 16:15:00,130.912033146,132.265409885,130.912033146,132.265409885,98914
2022-01-27 16:00:00,131.465238236,131.751719444,130.872518497,130.902154484,623781
2022-01-27 15:45:00,131.401026931,131.613418171,131.129363717,131.445480912,254067
2022-01-27 15:30:00,131.020698431,131.536463392,130.813246523,131.405966262,183211
2022-01-27 15:15:00,131.178757029,131.729986387,130.97130512,131.040455756,164511
2022-01-27 15:00:00,131.196736194,131.405966262,130.794872211,131.168878366,146217
2022-01-27 14:45:00,130.756147854,131.287422314,130.625551938,131.208393016,147609
2022-01-27 14:30:00,131.109606392,131.139242379,130.605794614,130.793489198,149050
2022-01-27 14:15:00,130.823125185,131.484995561,130.80336786,131.079970405,103496
2022-01-27 14:00:00,130.763853211,131.119485055,130.665066588,130.881903226,153162
2022-01-27 13:45:00,130.625551938,131.020599645,130.581097958,130.793489198,128054
2022-01-27 13:30:00,130.976935957,131.238029003,130.477372004,130.600855283,135134
2022-01-27 13:15:00,131.129363717,131.259564487,130.516886653,130.97130512,164837
2022-01-27 13:00:00,131.405966262,131.415844925,131.030577094,131.079970405,134652
2022-01-27 12:45:00,131.919656703,131.959171352,131.356572951,131.376330275,138535
2022-01-27 12:30:00,132.433347144,132.443225806,131.771476768,131.944353359,128687
2022-01-27 12:15:00,132.868008286,133.114974845,132.309863865,132.423468482,164046
2022-01-27 12:00:00,132.625981059,133.105096182,132.625981059,132.877886949,145113
2022-01-27 11:45:00,131.890020716,132.621041728,131.771476768,132.621041728,153944
2022-01-27 11:30:00,132.621041728,132.621041728,131.702326132,131.870263392,138674
2022-01-27 11:15:00,132.621041728,132.917401598,132.423468482,132.671521693,153206
2022-01-27 11:00:00,132.265409885,132.690192365,132.03326132,132.601284404,187386
2022-01-27 10:45:00,131.682568807,132.304924534,131.662811483,132.265409885,142964
2022-01-27 10:30:00,132.858129624,132.907522936,131.634064575,131.672690145,230252
2022-01-27 10:15:00,132.265409885,133.085338858,132.00372412,132.848250962,167362
2022-01-27 10:00:00,131.983868008,132.429395679,131.82087008,132.206137911,214803
2022-01-27 09:45:00,132.038200651,132.868008286,131.633175496,131.885081385,397660
2022-01-27 09:30:00,133.184125481,133.500242675,132.206137911,132.206137911,5517
2022-01-27 09:15:00,133.599029299,133.599029299,133.569393312,133.569393312,448
2022-01-27 09:00:00,132.907522936,132.907522936,132.907522936,132.907522936,401
2022-01-27 08:45:00,132.630920391,132.630920391,132.630920391,132.630920391,969
2022-01-27 08:15:00,132.127108612,132.127108612,132.127108612,132.127108612,127
2022-01-27 08:00:00,132.37407517,132.611163066,132.37407517,132.611163066,1444
2022-01-27 07:45:00,132.127108612,132.127108612,132.127108612,132.127108612,212
2022-01-27 07:15:00,132.571648417,132.571648417,132.571648417,132.571648417,112
2022-01-26 20:00:00,132.660556378,132.660556378,132.50249778,132.50249778,648
2022-01-26 19:45:00,132.897644273,132.897644273,132.887765611,132.887765611,210
2022-01-26 19:30:00,132.897644273,132.897644273,132.897644273,132.897644273,235
2022-01-26 19:15:00,132.877886949,132.877886949,132.877886949,132.877886949,106
2022-01-26 18:45:00,133.09521752,133.114974845,133.09521752,133.114974845,302
2022-01-26 18:30:00,133.114974845,133.114974845,132.868008286,132.868008286,3100
2022-01-26 18:15:00,133.006309559,133.026066884,133.006309559,133.016188221,715
2022-01-26 17:45:00,132.522255105,132.650677715,132.522255105,132.650677715,1106
2022-01-26 17:00:00,132.719828352,132.719828352,132.719828352,132.719828352,104
2022-01-26 16:45:00,132.769221663,132.769221663,132.769221663,132.769221663,241
2022-01-26 16:30:00,132.868008286,133.26315478,132.581527079,132.581527079,5131
2022-01-26 16:15:00,132.630920391,132.630920391,131.741840781,131.741840781,329804
2022-01-26 16:00:00,132.358960817,133.075460195,132.146865937,132.581527079,671696
2022-01-26 15:45:00,132.186380586,132.522255105,131.870263392,132.344439183,283959
2022-01-26 15:30:00,132.302652442,132.482740456,131.514631548,132.186380586,287823
2022-01-26 15:15:00,132.897644273,132.897644273,131.810991418,132.275288547,273345
2022-01-26 15:00:00,132.512376443,133.174246819,131.909778041,132.947037585,306780
2022-01-26 14:45:00,133.64842261,133.668179935,132.482740456,132.546951761,292664
2022-01-26 14:30:00,133.707694584,133.964539805,133.322426753,133.618786623,220537
2022-01-26 14:15:00,134.008993785,134.66592483,133.460728026,133.707694584,226977
2022-01-26 14:00:00,134.15717372,134.231263687,133.885510506,134.053447766,89382
2022-01-26 13:45:00,133.994175792,134.300414324,133.885510506,134.162113051,88690
2022-01-26 13:30:00,134.063326428,134.11271974,133.786921456,134.013933116,119703
2022-01-26 13:15:00,134.339928973,134.354746967,134.024404498,134.053447766,131668
2022-01-26 13:00:00,134.611592187,134.675803492,134.231263687,134.320171648,149290
2022-01-26 12:45:00,135.027780231,135.406824504,134.586895531,134.600034152,260387
2022-01-26 12:30:00,134.66592483,135.070949985,134.646167505,135.036473454,237890
2022-01-26 12:15:00,134.171991714,134.744954128,134.162113051,134.69546203,209505
2022-01-26 12:00:00,134.418958272,134.438715596,133.934903818,134.181870376,174011
2022-01-26 11:45:00,134.616531518,134.735075466,134.152234389,134.448594259,181959
2022-01-26 11:30:00,134.428836934,134.823983427,134.221385025,134.636288843,236204
2022-01-26 11:15:00,133.337244747,134.656046168,133.174246819,134.397916721,185727
2022-01-26 11:00:00,132.956916247,133.460728026,132.818614975,133.381698727,264487
2022-01-26 10:45:00,133.954661142,134.122598402,132.887765611,132.951976916,304061
2022-01-26 10:30:00,135.001700562,135.402477893,133.589150636,133.939843149,442759
2022-01-26 10:15:00,133.658301273,135.001009056,133.302669429,134.982042024,499396
2022-01-26 10:00:00,132.240713229,133.845995857,132.240713229,133.638543948,444579
2022-01-26 09:45:00,134.814104765,134.843740752,131.964110684,132.257111808,598895
2022-01-26 09:30:00,135.100585972,135.337673868,134.527623557,134.567138207,4499
2022-01-26 09:15:00,135.634033738,135.634033738,135.337673868,135.337673868,4851
2022-01-26 09:00:00,135.634033738,135.634033738,135.406824504,135.426680616,925
2022-01-26 08:45:00,135.436460491,135.475975141,135.406824504,135.406824504,764
2022-01-26 08:30:00,135.732820361,135.732820361,135.337673868,135.634033738,4863
2022-01-26 08:15:00,135.54502699,135.762456348,134.863498076,135.535247115,6798
2022-01-26 08:00:00,135.337673868,135.337673868,135.337673868,135.337673868,968
2022-01-26 07:45:00,135.337673868,135.337673868,135.337673868,135.337673868,800
2022-01-26 07:30:00,135.337673868,135.337673868,135.337673868,135.337673868,668
2022-01-26 07:15:00,135.51548979,135.732820361,135.485853803,135.584640426,3045
2022-01-26 07:00:00,135.495732465,135.495732465,135.495732465,135.495732465,650
2022-01-26 06:45:00,135.564883102,135.564883102,135.485853803,135.485853803,456
2022-01-26 06:30:00,135.564883102,135.564883102,135.564883102,135.564883102,100
2022-01-26 06:15:00,135.693305712,135.732820361,135.555004439,135.564883102,1034
2022-01-26 06:00:00,135.742699023,135.752577686,135.742699023,135.752577686,377
